21153,2017-10-21 11:38:40,2017-10-21 11:54:54,974,12287S,1P MTR SAT 7:30-12:30,Jolimont,16,ALBERT STREET,MORRISON PLACE,LANSDOWNE STREET,4,False
19581,2017-03-16 14:30:41,2017-03-16 14:40:13,572,C7414,2P TKT A M-SAT 7:30-20:30,Regency,647,EXHIBITION STREET,VICTORIA STREET,LA TROBE STREET,1,False
18304,2017-04-04 15:39:33,2017-04-04 15:41:25,112,554E,2P MTR M-SAT 7:30-20:30,Regency,647,EXHIBITION STREET,LITTLE LONSDALE STREET,LONSDALE STREET,2,False
19355,2017-07-07 15:40:58,2017-07-07 15:42:13,75,3875S,,Mint,856,LA TROBE STREET,WILLIAM STREET,QUEEN STREET,4,False
18543,2017-03-31 07:28:14,2017-03-31 07:39:46,692,1718N,,Markilles,670,FLINDERS STREET,SPENCER STREET,KING STREET,3,False
18222,2017-03-14 21:41:21,2017-03-15 00:00:00,8319,C676,,City Square,1221,RUSSELL STREET,LITTLE COLLINS STREET,COLLINS STREET,1,False
18552,2017-12-25 15:57:18,2017-12-25 16:05:28,490,1736N,1P MTR M-SAT 7:30-18:30,Twin Towers,669,FLINDERS LANE,EXHIBITION STREET,SPRING STREET,3,False
19317,2017-01-01 02:53:27,2017-01-01 02:55:43,136,3745S,,The Mac,856,LA TROBE STREET,ELIZABETH STREET,SWANSTON STREET,4,False
18148,2017-02-10 23:43:21,2017-02-10 23:50:01,400,C988,,Banks,1171,QUEEN STREET,FLINDERS STREET,FLINDERS LANE,1,False
21180,2017-05-20 17:13:24,2017-05-20 22:26:33,18789,12331S,,East Melbourne,16,ALBERT STREET,LANSDOWNE STREET,EADES STREET,4,False
18095,2017-02-17 12:32:48,2017-02-17 12:33:07,19,C1138,1P MTR M-SAT 7:30-19:30,Hardware,1171,QUEEN STREET,LITTLE BOURKE STREET,BOURKE STREET,1,False
21749,2017-08-18 21:00:00,2017-08-19 00:00:00,10800,9294N,,Southbank,547,COVENTRY STREET,WELLS STREET,ST KILDA ROAD,3,False
21782,2017-11-22 10:28:51,2017-11-22 10:30:53,122,9206N,1P TKT A M-F 7:30-18:30,Southbank,597,DORCAS STREET,KINGS WAY,DODDS STREET,3,False
18726,2017-07-16 18:30:00,2017-07-16 19:50:06,4806,2365S,,Windsor,123,BOURKE STREET,RUSSELL STREET,EXHIBITION STREET,4,False
18323,2017-02-07 21:06:53,2017-02-07 21:08:22,89,630E,,Regency,647,EXHIBITION STREET,LA TROBE STREET,LITTLE LONSDALE STREET,2,False
18068,2017-08-07 10:35:37,2017-08-07 11:30:21,3284,C1094,1P MTR M-SAT 7:30-19:30,McKillop,1171,QUEEN STREET,LITTLE COLLINS STREET,COLLINS STREET,1,False
18769,2017-07-06 20:25:20,2017-07-06 20:25:59,39,2470N,2P MTR M-SAT 18.30 - 20.30,Family,123,BOURKE STREET,KING STREET,WILLIAM STREET,3,False
17863,2017-04-06 17:55:29,2017-04-06 17:58:27,178,1494E,,County,839,KING STREET,LONSDALE STREET,LITTLE BOURKE STREET,2,False
18151,2017-08-01 20:59:40,2017-08-01 21:03:21,221,894E,,Degraves,627,ELIZABETH STREET,FLINDERS STREET,FLINDERS LANE,2,False
20782,2017-10-19 14:13:32,2017-10-19 14:15:18,106,C9142,2P TKT A M-SAT 7:30-18:30,University,655,FARADAY STREET,SWANSTON STREET,CARDIGAN STREET,1,False
19162,2017-05-24 09:54:42,2017-05-24 11:00:43,3961,3412N,2P MTR M-SAT 7:30-20:30,Library,926,LITTLE LONSDALE STREET,SWANSTON STREET,RUSSELL STREET,3,False
18680,2017-04-29 11:17:01,2017-04-29 11:35:09,1088,2254N,1P TKT A M-SAT 7:30-19:30,Family,911,LITTLE COLLINS STREET,KING STREET,WILLIAM STREET,3,False
18018,2017-09-18 13:48:55,2017-09-18 13:59:06,611,1200E,1/2P MTR M-F 7:30-16:30,Hardware,1171,QUEEN STREET,LONSDALE STREET,LITTLE BOURKE STREET,2,False
18078,2017-11-28 19:30:00,2017-11-28 21:12:48,6168,C1111,,McKillop,1171,QUEEN STREET,BOURKE STREET,LITTLE COLLINS STREET,1,False
20618,2017-08-19 12:38:50,2017-08-19 13:31:50,3180,5060E,2P S-S 7:30-18:30,Courtney,1062,O'CONNELL STREET,COBDEN STREET,VICTORIA STREET,2,False
19607,2017-12-10 16:17:14,2017-12-10 16:17:59,45,5990N,2P SUN 7:30-18:30,Titles,5,A'BECKETT STREET,QUEEN STREET,ELIZABETH STREET,3,False
19729,2017-02-21 19:59:02,2017-02-21 20:09:52,650,C6750,2P TKT A M-SAT 7:30-20:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,False
20461,2017-06-22 07:30:00,2017-06-22 07:53:33,1413,10173W,1P TKT A M-F 7:30-18:30,Queensberry,641,ERROL STREET,QUEENSBERRY STREET,VICTORIA STREET,5,False
21757,2017-09-11 10:08:58,2017-09-11 10:12:51,233,9317S,2P TKT A M-F 7:30-18:30,Southbank,547,COVENTRY STREET,DODDS STREET,WELLS STREET,4,False
17742,2017-07-13 15:39:40,2017-07-13 17:11:48,5528,C13552,2P MTR M-SAT 7:30-18:30,Docklands,123,BOURKE STREET,HARBOUR ESPLANADE,GEOGRAPHE STREET,1,False
17446,2017-08-16 09:19:48,2017-08-16 09:20:09,21,13444E,2P TKT A M-SAT 7:30-18:30,Docklands,79,BATMANS HILL DRIVE,BOURKE STREET,FISHPLATE LANE,2,False
21615,2017-05-16 15:38:43,2017-05-16 16:31:23,3160,8999W,2P MTR M-SAT 7:30-20:30,Southbank,202,CITY ROAD,KINGS WAY,POWER STREET,5,False
19843,2017-05-18 13:57:41,2017-05-18 14:53:20,3339,6614N,1P MTR M-SAT 7:30-19:30,Titles,681,FRANKLIN STREET,QUEEN STREET,ELIZABETH STREET,3,False
18891,2017-08-31 00:15:18,2017-08-31 00:22:03,405,C2764,,Princes Theatre,894,LONSDALE STREET,EXHIBITION STREET,SPRING STREET,1,False
19217,2017-12-02 11:32:07,2017-12-02 12:24:48,3161,3507S,2P MTR M-SAT 7:30-20:30,Magistrates,926,LITTLE LONSDALE STREET,KING STREET,WILLIAM STREET,4,False
19068,2017-04-26 09:24:23,2017-04-26 09:26:47,144,3186N,1P MTR M-F 7:30-16:00,County,894,LONSDALE STREET,KING STREET,WILLIAM STREET,3,False
21310,2017-09-05 13:44:39,2017-09-05 15:33:42,6543,12537S,4P TKT A M-F 7:30-18:30,Jolimont,1413,WELLINGTON PARADE,JOLIMONT ROAD,CLARENDON STREET,4,False
20992,2017-05-25 05:38:40,2017-05-25 05:39:42,62,11891W,,Jolimont,869,LANSDOWNE STREET,ALBERT STREET,CATHEDRAL PLACE,5,False
19541,2017-07-11 10:11:00,2017-07-11 10:44:39,2019,4666Ea,1P TKT A M-SAT 7:30-18:30,Courtney,627,ELIZABETH STREET,QUEENSBERRY STREET,VICTORIA STREET,2,False
19167,2017-06-08 14:59:41,2017-06-08 15:18:47,1146,3417S,2P MTR M-SAT 7:30-20:30,Library,926,LITTLE LONSDALE STREET,SWANSTON STREET,RUSSELL STREET,4,False
20542,2017-03-04 02:51:27,2017-03-04 02:55:36,249,C7746,,Queensberry,1175,QUEENSBERRY STREET,ERROL STREET,LEVESON STREET,1,False
17959,2017-07-03 15:42:51,2017-07-03 16:00:00,1029,1295W,1P MTR M-F 9:30-16:00,Tavistock,1428,WILLIAM STREET,COLLINS STREET,FLINDERS LANE,5,False
21530,2017-04-06 20:53:36,2017-04-06 20:54:36,60,9946N,,Southbank,728,GRANT STREET,DODDS STREET,STURT STREET,3,False
20925,2017-04-24 02:35:31,2017-04-24 06:26:06,13835,11782E,,Jolimont,1090,PARLIAMENT PLACE,GISBORNE STREET,ST ANDREWS PLACE,2,False
20510,2017-11-21 13:51:40,2017-11-21 13:59:31,471,7739S,1/4P M-F 7:30-18:30,Queensberry,1175,QUEENSBERRY STREET,ERROL STREET,LEVESON STREET,4,False
18680,2017-03-14 14:32:02,2017-03-14 14:32:35,33,2254N,1P TKT A M-SAT 7:30-19:30,Family,911,LITTLE COLLINS STREET,KING STREET,WILLIAM STREET,3,False
17241,2017-10-14 17:35:02,2017-10-14 18:06:45,1903,13105W,,Docklands,998,MERCHANT STREET,COLLINS STREET,BOURKE STREET,5,False
18744,2017-02-26 23:01:56,2017-02-26 23:07:14,318,2414N,,RACV,123,BOURKE STREET,WILLIAM STREET,QUEEN STREET,3,False
18759,2017-03-16 15:21:23,2017-03-16 15:21:43,20,2448N,1P MTR M-SAT 7:30-19:30,Family,123,BOURKE STREET,KING STREET,WILLIAM STREET,3,False
21722,2017-07-04 10:52:57,2017-07-04 10:53:12,15,9247S,1P MTR M-F 7:30-18:30,Southbank,547,COVENTRY STREET,WELLS STREET,ST KILDA ROAD,4,False
21723,2017-07-31 07:30:00,2017-07-31 09:58:11,8891,9248N,2P TKT A M-F 7:30-18:30,Southbank,547,COVENTRY STREET,WELLS STREET,ST KILDA ROAD,3,False
17677,2017-08-02 10:30:09,2017-08-02 10:38:42,513,13843S,LZ 30M 722 M-Su 7:30-18:30,Docklands,164,CARAVEL LANE,DOEPEL WAY,RAKAIA WAY,4,False
17705,2017-04-16 10:04:07,2017-04-16 10:06:38,151,13880N,,Docklands,1460,MARMION PLACE,AQUITANIA WAY,,3,False
19911,2017-12-30 07:41:45,2017-12-30 09:06:30,5085,5512E,2P SAT 7:30-12:30,Queensberry,1428,WILLIAM STREET,VICTORIA STREET,WALSH STREET,2,False
19532,2017-03-06 18:35:57,2017-03-06 19:30:00,3243,4373W,1/2P MTR M-SAT 7:30-19:30,The Mac,627,ELIZABETH STREET,A'BECKETT STREET,LA TROBE STREET,5,True
17586,2017-05-14 18:30:00,2017-05-14 19:43:29,4409,13742E,,Docklands,1097,PEARL RIVER ROAD,DOCKLANDS DRIVE,OBSERVATION DRIVE,2,False
18700,2017-04-02 05:55:41,2017-04-02 13:29:16,27215,2316N,,Spencer,911,LITTLE COLLINS STREET,SPENCER STREET,KING STREET,3,False
18246,2017-02-02 12:29:16,2017-02-02 14:21:29,6733,C824,1P MTR M-SAT 7:30-19:30,Library,1221,RUSSELL STREET,LONSDALE STREET,LITTLE BOURKE STREET,1,True
20358,2017-08-08 07:39:46,2017-08-08 09:20:16,6030,7594N,1P M-F 7:30-18:30,Queensberry,1381,VICTORIA STREET,ERROL STREET,LEVESON STREET,3,False
18392,2017-04-05 09:27:05,2017-04-05 09:36:01,536,C516,2P MTR M-SAT 7:30-20:30,Princes Theatre,647,EXHIBITION STREET,LONSDALE STREET,LITTLE BOURKE STREET,1,False
17692,2017-07-28 18:45:09,2017-07-28 23:09:44,15875,13858N,,Docklands,915,LITTLE DOCKLANDS DRIVE,WATERFRONT WAY,FOOTSCRAY ROAD,3,False
18237,2017-12-22 02:54:40,2017-12-22 04:11:19,4599,C790,,Library,1221,RUSSELL STREET,LONSDALE STREET,LITTLE BOURKE STREET,1,False
22141,2017-07-04 23:30:57,2017-07-05 00:00:00,1743,C8064,,West Melbourne,78,BATMAN STREET,KING STREET,SPENCER STREET,1,False
21259,2017-11-18 09:51:36,2017-11-18 10:15:49,1453,12438N,2P MTR M-SAT 7:30-18:30,Jolimont,1290,ST ANDREWS PLACE,MACARTHUR STREET,LANSDOWNE STREET,3,False
18410,2017-05-14 11:40:07,2017-05-14 13:42:20,7333,C596,2P SUN 7:30-18:30,Regency,647,EXHIBITION STREET,LA TROBE STREET,LITTLE LONSDALE STREET,1,False
18957,2017-06-24 03:44:50,2017-06-24 05:17:33,5563,2884N,,Library,894,LONSDALE STREET,SWANSTON STREET,RUSSELL STREET,3,False
21291,2017-04-04 14:40:34,2017-04-04 14:59:17,1123,12506N,4P TKT A M-F 7:30-18:30,Jolimont,1413,WELLINGTON PARADE,SPRING STREET,LANSDOWNE STREET,3,False
20578,2017-01-31 09:53:39,2017-01-31 10:00:44,425,6171W,1/4P M-SUN 0:00-23:59,Queensberry,612,DRYBURGH STREET,QUEENSBERRY STREET,VICTORIA STREET,5,False
19825,2017-02-18 14:44:13,2017-02-18 14:53:48,575,C6992,2P MTR M-SAT 7:30-20:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,False
17360,2017-07-21 10:09:48,2017-07-21 10:10:54,66,13323W,2P MTR M-SAT 7:30-18:30,Docklands,753,HARBOUR ESPLANADE,COLLINS STREET,BOURKE STREET,5,False
17974,2017-06-06 19:30:13,2017-06-06 19:43:48,815,1335W,2P TKT A M-SAT 7:30-20:30,Supreme,1428,WILLIAM STREET,LITTLE BOURKE STREET,BOURKE STREET,5,False
18802,2017-04-07 17:20:58,2017-04-07 17:32:37,699,2504N,LZ 15M M-F 7:30-19:30,Princes Theatre,907,LITTLE BOURKE STREET,EXHIBITION STREET,SPRING STREET,3,False
17343,2017-06-29 11:19:47,2017-06-29 13:23:11,7404,13310E,,Docklands,753,HARBOUR ESPLANADE,BOURKE STREET,COLLINS STREET,2,False
18736,2017-11-22 17:47:04,2017-11-22 17:49:44,160,2394N,1P MTR M-SAT 7:30-18:30,McKillop,123,BOURKE STREET,QUEEN STREET,ELIZABETH STREET,3,False
18720,2017-02-25 23:54:11,2017-02-26 00:00:00,349,2348N,,Windsor,123,BOURKE STREET,EXHIBITION STREET,SPRING STREET,3,False
17921,2017-10-26 22:01:07,2017-10-26 23:09:38,4111,1547W,P/5 M-SUN 0:00-23:59 - No Park,County,1285,SPENCER STREET,LONSDALE STREET,LITTLE BOURKE STREET,5,True
18967,2017-03-29 15:34:10,2017-03-29 15:36:26,136,C2912,1P MTR M-SAT 7:30-19:30,Hardware,894,LONSDALE STREET,QUEEN STREET,ELIZABETH STREET,1,False
21615,2017-04-12 10:58:58,2017-04-12 10:59:54,56,8999W,2P MTR M-SAT 7:30-20:30,Southbank,202,CITY ROAD,KINGS WAY,POWER STREET,5,False
18089,2017-08-08 22:27:37,2017-08-09 00:00:00,5543,C1126,,Hardware,1171,QUEEN STREET,LITTLE BOURKE STREET,BOURKE STREET,1,False
21300,2017-08-10 20:55:34,2017-08-10 22:06:15,4241,12524N,,Jolimont,1413,WELLINGTON PARADE,SPRING STREET,LANSDOWNE STREET,3,False
18010,2017-10-25 15:25:04,2017-10-25 15:27:44,160,1155W,1/2P M-SAT 7:30-19:30,Hardware,1171,QUEEN STREET,LONSDALE STREET,LITTLE BOURKE STREET,5,False
20654,2017-09-27 20:35:31,2017-09-28 00:00:00,12269,5141W,,Courtney,1062,O'CONNELL STREET,PEEL STREET,QUEENSBERRY STREET,5,False
17880,2017-06-15 14:44:33,2017-06-15 14:51:56,443,4465W,P10 M-F 10:00-16:00,Magistrates,839,KING STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,False
18826,2017-04-26 18:43:25,2017-04-26 20:11:33,5288,2583S,2P MTR M-SAT 18.30 - 20.30,Supreme,907,LITTLE BOURKE STREET,WILLIAM STREET,QUEEN STREET,4,False
17274,2017-09-02 13:29:12,2017-09-02 14:19:39,3027,13233S,1P MTR M-SAT 7:30-18:30,Docklands,123,BOURKE STREET,GEOGRAPHE STREET,ENTERPRIZE WAY,4,False
21288,2017-06-27 10:37:55,2017-06-27 11:33:00,3305,12487S,1P MTR M-SAT 7:30-18:30,Jolimont,1290,ST ANDREWS PLACE,MACARTHUR STREET,LANSDOWNE STREET,4,False
17972,2017-04-26 18:56:27,2017-04-26 18:57:55,88,1331W,2P TKT A M-SAT 7:30-20:30,Supreme,1428,WILLIAM STREET,LITTLE BOURKE STREET,BOURKE STREET,5,False
18220,2017-06-30 03:29:15,2017-06-30 07:30:00,14445,C672,,City Square,1221,RUSSELL STREET,LITTLE COLLINS STREET,COLLINS STREET,1,False
20155,2017-05-10 18:39:37,2017-05-10 20:17:08,5851,C5772,,Queensberry,163,CAPEL STREET,QUEENSBERRY STREET,VICTORIA STREET,1,False
23075,2017-11-11 12:32:17,2017-11-11 12:34:30,133,3809S,1P MTR M-SAT 7.30 TO 20.30,Titles,856,LA TROBE STREET,QUEEN STREET,ELIZABETH STREET,4,False
17366,2017-12-06 14:11:40,2017-12-06 14:12:02,22,13329W,LZ 30M M-SUN 7:30-18:30,Docklands,79,BATMANS HILL DRIVE,BOURKE STREET,WATERVIEW WALK,5,False
19244,2017-01-20 19:50:29,2017-01-20 20:03:44,795,3574N,3P MTR M-SAT 7:30-20:30,Magistrates,926,LITTLE LONSDALE STREET,SPENCER STREET,KING STREET,3,False
20791,2017-06-21 09:47:58,2017-06-21 11:52:20,7462,C9178,2P TKT A M-SAT 7:30-18:30,University,655,FARADAY STREET,SWANSTON STREET,CARDIGAN STREET,1,False
19401,2017-08-22 17:50:46,2017-08-22 18:04:37,831,3977S,2P TKT A M-SAT 7:30-20:30,Magistrates,856,LA TROBE STREET,SPENCER STREET,KING STREET,4,False
19223,2017-12-11 06:47:57,2017-12-11 07:04:04,967,3517S,,Magistrates,926,LITTLE LONSDALE STREET,KING STREET,WILLIAM STREET,4,False
18051,2017-03-06 14:04:25,2017-03-06 14:05:26,61,C1016,,Banks,1171,QUEEN STREET,FLINDERS LANE,FLINDERS STREET,1,False
17366,2017-10-23 14:59:33,2017-10-23 15:02:38,185,13329W,LZ 30M M-SUN 7:30-18:30,Docklands,79,BATMANS HILL DRIVE,BOURKE STREET,WATERVIEW WALK,5,False
18271,2017-02-11 21:58:53,2017-02-11 22:03:12,259,338E,,Hyatt,647,EXHIBITION STREET,COLLINS STREET,FLINDERS LANE,2,False
18047,2017-01-24 06:21:22,2017-01-24 06:26:34,312,C1000,,Banks,1171,QUEEN STREET,FLINDERS STREET,FLINDERS LANE,1,False
17805,2017-07-21 01:21:50,2017-07-21 01:43:06,1276,1408E,,Rialto,839,KING STREET,COLLINS STREET,FLINDERS LANE,2,False
19933,2017-08-24 15:11:57,2017-08-24 15:20:17,500,C5420,4P MTR M-SAT 7:30-18:30,Queensberry,1428,WILLIAM STREET,WALSH STREET,DUDLEY STREET,1,False
17521,2017-09-07 06:42:15,2017-09-07 07:30:00,2865,13651W,,Docklands,697,GEOGRAPHE STREET,KEERA WAY,ENCOUNTER WAY,5,False
17317,2017-09-07 19:38:33,2017-09-07 19:38:33,0,13280N,LZ 15M M-SUN 0:00-23:59,Docklands,856,LA TROBE STREET,HARBOUR ESPLANADE,DIGITAL DRIVE,3,False
21234,2017-05-27 14:08:05,2017-05-27 14:10:19,134,12395S,1P TKT A M-SAT 7:30-18:30,Jolimont,178,CATHEDRAL PLACE,GISBORNE STREET,LANSDOWNE STREET,4,False
18060,2017-05-08 17:53:56,2017-05-08 17:56:58,182,C1048,1P MTR M-SAT 7:30-19:30,Banks,1171,QUEEN STREET,FLINDERS STREET,FLINDERS LANE,1,False
17277,2017-06-30 18:00:57,2017-06-30 18:06:27,330,13236N,4P DIS ONLY M-SUN,Docklands,123,BOURKE STREET,CAPTAIN WALK,ENTERPRIZE WAY,3,False
19148,2017-04-08 16:45:04,2017-04-08 17:04:26,1162,3392N,2P MTR M-SAT 7:30-20:30,Library,926,LITTLE LONSDALE STREET,SWANSTON STREET,RUSSELL STREET,3,False
18827,2017-11-25 10:15:03,2017-11-25 10:43:09,1686,2585S,1P MTR M-SAT 7:30-18:30,Supreme,907,LITTLE BOURKE STREET,WILLIAM STREET,QUEEN STREET,4,False
17267,2017-06-27 10:15:40,2017-06-27 10:27:30,710,13226N,LZ 15M M-F 7:30-23:00,Docklands,123,BOURKE STREET,HARBOUR ESPLANADE,WURUNDJERI WAY,3,False
21623,2017-10-17 21:54:22,2017-10-18 00:00:00,7538,9082N,,Southbank,60,BALSTON STREET,CITY ROAD,KAVANAGH STREET,3,False
19778,2017-02-12 11:03:01,2017-02-12 12:03:01,3600,C6888,2P SUN 7:30-18:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,False
20680,2017-01-30 00:00:00,2017-01-30 07:30:00,27000,5224E,,Courtney,520,COBDEN STREET,O'CONNELL STREET,VICTORIA STREET,2,False
